workunit,swathpolygon_link
CO_CentralEasternPlains_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_CentralEasternPlains_2020_D20/CO_CentralEasternPlains_1_2020/spatial_metadata/USGS/USGS_CO_CentralEasternPlains_1_2020_Swath_Poly/USGS_CO_CentralEasternPlains_1_2020_Swath_Poly.shp
MT_RavalliGraniteCusterPowder_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_RavalliGraniteCusterPowder_2019_B19/MT_RavalliGraniteCusterPowder_4_2019/spatial_metadata/USGS/USGS_MT_RavalliGraniteCusterPowder_4_2019_SwathPoly.shp
WI_Rusk_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_BrownRusk_2020_B20/WI_Rusk_1_2020/spatial_metadata/USGS/USGS_Flightline/Rusk_Swath_Polygon_Wiscrs.shp
CO_CentralEasternPlains_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_CentralEasternPlains_2020_D20/CO_CentralEasternPlains_2_2020/spatial_metadata/USGS/USGS_CO_CentralEasternPlains_2_2020_Swath_Poly/USGS_CO_CentralEasternPlains_2_2020_Swath_Poly.shp
MI_FEMA_Luce_Schoolcraft_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MI_FEMA_2019_C19/MI_FEMA_Luce_Schoolcraft_2019/spatial_metadata/USGS/USGS_MI_FEMA_Luce_Schoolcraft_2019_Swath_Poly/USGS_MI_FEMA_Luce_Schoolcraft_2019_Swath_Poly.shp
SD_EasternSD_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/SD_EasternSD_2020_B20/SD_EasternSD_2_2020/spatial_metadata/USGS/USGS_Swath_Poly/USGS_SD_EasternSD_2_Swath_Poly.shp
ME_SouthCoastal_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/ME_SouthCoastal_2020_A20/ME_SouthCoastal_2_2020/spatial_metadata/USGS/USGS_ME_SouthCoastal_2_2020_Swath_Poly/USGS_ME_SouthCoastal_2_2020_Swath_Poly.shp
OH_Statewide_Phase2_8_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_8_2020/spatial_metadata/USGS/USGS_OH_Statewide_Phase2_8_2020_SWATH_POLY.shp
CO_DRCOG_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_DRCOG_2020_B20/CO_DRCOG_2_2020/spatial_metadata/USGS/USGS_CO_DRCOG_2_2020_Swath_Poly/USGS_CO_DRCOG_2_2020_Swath_Poly.shp
CO_SanLuisJuanMiguel_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_SanLuisJuanMiguel_2020_D20/CO_SanLuisJuanMiguel_4_2020/spatial_metadata/USGS/USGS_CO_SanLuisJuanMiguel_4_2020_Swath_Poly.shp
CO_SanLuisJuanMiguel_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_SanLuisJuanMiguel_2020_D20/CO_SanLuisJuanMiguel_5_2020/spatial_metadata/USGS/USGS_Swath_Poly/USGS_CO_SanLuisMiguel_5_Swath_Poly.shp
ID_SouthernID_7_SA1_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_7_SA1_2018/spatial_metadata/USGS/USGS_ID_SouthernID_7_SA1_2018_Swath_Poly.shp
WY_SouthCentral_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_SouthCentral_2020_D20/WY_SouthCentral_2_2020/spatial_metadata/USGS/USGS_Swath_Poly/USGS_WY_SouthCentral_2_Swath_Poly.shp
WY_SouthCentral_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_SouthCentral_2020_D20/WY_SouthCentral_1_2020/spatial_metadata/USGS/USGS_WY_SouthCentral_2_2020_Swath_Poly/USGS_WY_SouthCentral_2_2020_Swath_Poly.shp
OR_WWildfires_1_A22,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_WesternWildfires_A22/OR_WWildfires_1_A22/spatial_metadata/USGS/USGS_OR_WWildfires_2_A22_Swath_Poly/USGS_OR_WWildfires_2_A22_Swath_Poly.shp
MT_RavalliGraniteCusterPowder_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_RavalliGraniteCusterPowder_2019_B19/MT_RavalliGraniteCusterPowder_1_2019/spatial_metadata/USGS/Swath_Poly/USGS_MT_RavalliGraniteCusterPowder_2019_Swath_Poly.shp
WY_SouthCentral_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_SouthCentral_2020_D20/WY_SouthCentral_3_2020/spatial_metadata/USGS/USGS_WY_SouthCentral_3_Swath_Poly/USGS_WY_SouthCentral_3_Swath_Poly.shp
CO_SanLuisJuanMiguel_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_SanLuisJuanMiguel_2020_D20/CO_SanLuisJuanMiguel_1_2020/spatial_metadata/USGS/USGS_CO_SanLuisJuanMiguel_1_2020_Swath_Poly.shp
CO_DRCOG_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_DRCOG_2020_B20/CO_DRCOG_3_2020/spatial_metadata/USGS/USGS_CO_DRCOG_3_2020_Swath_Poly/USGS_CO_DRCOG_3_2020_Swath_Poly.shp
WY_Southwest_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_Southwest_2020_D20/WY_Southwest_2_2020/spatial_metadata/USGS/USGS_WY_Southwest_2_2020_swath_poly.shp
CO_NWCO_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_NorthwestCO_2020_D20/CO_NWCO_2_2020/spatial_metadata/USGS/USGS_CO_NWCO_2_2020_Swath_Poly/USGS_CO_NWCO_2_2020_Swath_Poly.shp
OR_SWCentralSycan_2_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_SouthwestCentralSycan_2021_B21/OR_SWCentralSycan_2_B21/spatial_metadata/USGS/USGS_OR_SWCentralSycan_2_B21_SWATH_POLY.shp
CO_SanLuisJuanMiguel_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_SanLuisJuanMiguel_2020_D20/CO_SanLuisJuanMiguel_3_2020/spatial_metadata/USGS/USGS_CO_SanLuisJuanMiguel_3_2020_Swath_Poly/USGS_CO_SanLuisJuanMiguel_3_2020_Swath_Poly.shp
WY_Southwest_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_Southwest_2020_D20/WY_Southwest_4_2020/spatial_metadata/USGS/USGS_WY_Southwest_4_2020_Swath_Poly.shp
OR_SWCentralSycan_1_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_SouthwestCentralSycan_2021_B21/OR_SWCentralSycan_1_B21/spatial_metadata/USGS/USGS_OR_SWCentralSycan_1_B21_Swath_Poly/USGS_OR_SWCentralSycan_1_B21_Swath_Poly.shp
WY_Sheridan_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_Sheridan_2020_D20/WY_Sheridan_2_2020/spatial_metadata/USGS/USGS_WY_Sheridan_2_2020_Swath_Poly/USGS_WY_Sheridan_2_2020_Swath_Poly.shp
CO_NWCO_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_NorthwestCO_2020_D20/CO_NWCO_1_2020/spatial_metadata/USGS/USGS_CO_NWCO_1_2020_SwathPolygon.shp
OR_HarneySilver_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_HarneySilver_2020_A20/OR_HarneySilver_4_2020/spatial_metadata/USGS/USGS_OR_HarneySilver_4_2020_SwathPoly/USGS_OR_HarneySilver_4_2020_SwathPoly.shp
WY_Sheridan_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_Sheridan_2020_D20/WY_Sheridan_1_2020/spatial_metadata/USGS/USGS_WY_Sheridan_1_2020_Swath_Poly.shp
ID_SouthernID_13_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_13_2018/spatial_metadata/USGS/USGS_ID_SouthernID_13_2018_SWATH_POLY.shp
MT_Statewide_P2_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase2_2020_B20/MT_Statewide_P2_5_2020/spatial_metadata/USGS/USGS_MT_Statewide_P2_5_2020_Swath_Poly.shp
MT_Statewide_P2_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase2_2020_B20/MT_Statewide_P2_2_2020/spatial_metadata/USGS/USGS_MT_Statewide_P2_2_2020_Swath_Poly/USGS_MT_Statewide_P2_2_Swath_Poly.shp
UT_FlamingGorge_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_FEMA_FS_FlamingGorge_2020_B20/UT_FlamingGorge_5_2020/spatial_metadata/USGS/USGS_UT_FlamingGorge_5_2020_SWATH_POLY.shp
NE_Niobrara_Topobathy_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_Niobrara_Topobathy_2018_D18/NE_Niobrara_Topobathy_2018/spatial_metadata/USGS/NE_Niobrara_Topobathy_2018_Swath_Poly/NE_Niobrara_Topobathy_2018_Swath_Poly.shp
AZ_AubreyCherry_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_AubreyCherry_2020_D20/AZ_AubreyCherry_1_2020/spatial_metadata/USGS/USGS_AZ_AubreyCherry_Swath_Poly/USGS_AZ_AubreyCherry_Swath_Poly.shp
WY_SouthCentral_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_SouthCentral_2020_D20/WY_SouthCentral_5_2020/spatial_metadata/USGS/USGS_WY_SouthCentral_5_2020_Swath_Poly.shp
CO_NWCO_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_NorthwestCO_2020_D20/CO_NWCO_3_2020/spatial_metadata/USGS/USGS_CO_NWCO_3_2020_Swath_Poly.shp
ID_NorthForkPayette_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_NorthForkPayette_2020_B20/ID_NorthForkPayette_1_2020/spatial_metadata/USGS/USGS_ID_NorthForkPayette_1_2020_Swath_Poly/USGS_ID_NorthForkPayette_1_2020_Swath_Poly.shp
UT_FlamingGorge_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_FEMA_FS_FlamingGorge_2020_B20/UT_FlamingGorge_4_2020/spatial_metadata/USGS/USGS_UT_FlamingGorge_4_2020_Swath_Poly/USGS_UT_FlamingGorge_4_2020_Swath_Poly.shp
MT_Statewide_P2_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase2_2020_B20/MT_Statewide_P2_4_2020/spatial_metadata/USGS/USGS_MT_Statewide_P2_4_2020_SWATH_POLY.shp
MT_Statewide_P2_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase2_2020_B20/MT_Statewide_P2_3_2020/spatial_metadata/USGS/USGS_MT_Statewide_P2_3_2020_Swath_Poly.shp
WY_YellowstoneNP_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_YellowstoneNP_2020_D20/WY_YellowstoneNP_1_2020/spatial_metadata/USGS/USGS_WY_YellowstoneNP_1_2020_Swath_Poly/USGS_WY_YellowstoneNP_1_2020_Swath_Poly.shp
UT_FlamingGorge_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_FEMA_FS_FlamingGorge_2020_B20/UT_FlamingGorge_1_2020/spatial_metadata/USGS/USGS_UT_FlamingGorge_1_Swath_Poly/USGS_UT_FlamingGorge_1_SwathPoly.shp
UT_StatewideCenSouth_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideCenSouth_2020_A20/UT_StatewideCenSouth_1_2020/spatial_metadata/USGS/USGS_UT_StatewideCenSouth_1_2020_Swath_Poly/USGS_UT_StatewideCenSouth_1_2020_Swath_Poly.shp
WY_NConverse_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_North_Converse_2020_D20/WY_NConverse_2_2020/spatial_metadata/USGS/USGS_WY_NConverse_2_2020_Swath_Poly.shp
AZ_CochiseCounty_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_CochiseCounty_2020_B20/AZ_CochiseCounty_3_2020/spatial_metadata/USGS/USGS_AZ_CochiseCounty_3_2020_SWATH_POLY.shp
AZ_NavajoCorridor_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_NavajoCorridor_2020_D20/AZ_NavajoCorridor_1_2020/spatial_metadata/USGS/USGS_AZ_NavajoCorridor_1_2020_Swath_Poly.shp
UT_StatewideCenSouth_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideCenSouth_2020_A20/UT_StatewideCenSouth_3_2020/spatial_metadata/USGS/USGS_UT_StatewideCenSouth_3_2020_Swath_Poly.shp
WY_YellowstoneNP_2RF_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_YellowstoneNP_2020_D20/WY_YellowstoneNP_2RF_2020/spatial_metadata/USGS/USGS_WY_YellowstoneNP_2RF_2020_SwathPoly/USGS_WY_YellowstoneNP_2RF_2020_SwathPoly.shp
UT_FlamingGorge_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_FEMA_FS_FlamingGorge_2020_B20/UT_FlamingGorge_3_2020/spatial_metadata/USGS/USGS_UT_FlamingGorge_3_2020_Swath_Poly.shp
AZ_MaricopaPinal_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_MaricopaPinal_2020_B20/AZ_MaricopaPinal_1_2020/spatial_metadata/USGS/USGS_AZ_MaricopaPinal_1_Swath_Poly/USGS_AZ_MaricopaPinal_1_Swath_Poly.shp
CO_UpperColorado_Hydroflattened_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_UpperColorado_Topobathy_2020_D20/CO_UpperColorado_Hydroflattened_2020/spatial_metadata/USGS/USGS_CO_UpperColorado_Hydroflattened_2020_Swath_Poly/USGS_CO_UpperColorado_Hydroflattened_2020_Swath_Poly.shp
CO_UpperColorado_Topobathy_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_UpperColorado_Topobathy_2020_D20/CO_UpperColorado_Topobathy_1_2020/spatial_metadata/USGS/USGS_CO_UpperColorado_Topobathy_1_2020_Swath_Poly/USGS_CO_UpperColorado_Topobathy_1_2020_Swath_Poly.shp
UT_StatewideCenSouth_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideCenSouth_2020_A20/UT_StatewideCenSouth_2_2020/spatial_metadata/USGS/USGS_UT_StatewideCenSouth_2_2020_Swath_Index_UTM11N.shp
MT_Statewide_P2_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_Statewide_Phase2_2020_B20/MT_Statewide_P2_1_2020/spatial_metadata/USGS/USGS_MT_Statewide_P2_1_2020_Swath_Poly.shp
NV_NWElko_2_D20,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_NorthWestElko_2020_D20/NV_NWElko_2_D20/spatial_metadata/USGS/USGS_NV_NWElko_2_D20_Swath_Poly/USGS_NV_NWElko_2_D20_Swath_Poly.shp
ND_3DEPProcessing_5_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/ND_3DEPProcessing_D22/ND_3DEPProcessing_5_D22/spatial_metadata/USGS/USGS_ND_3DEPProcessing_5_D22_SWATH_POLY.shp
CA_LassenNP_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_LassenNP_LowerBearCreekHUC10_2020_D20/CA_LassenNP_2020/spatial_metadata/USGS/USGS_CA_LassenNP_2020_Swath_Poly.shp
NV_WestCentralEarthMRI_6_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_WestCentral_EarthMRI_2020_D20/NV_WestCentralEarthMRI_6_2020/spatial_metadata/USGS/USGS_NV_WestCentralEarthMRI_6_2020_Swath_Poly.shp
OR_SoCoast_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_SouthCoast_2019_A19/OR_SoCoast_1_2019/spatial_metadata/USGS/USGS_OR_SoCoast_1_Swath_Poly/USGS_OR_SoCoast_1_Swath_Poly.shp
NV_WestCentralEarthMRI_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_WestCentral_EarthMRI_2020_D20/NV_WestCentralEarthMRI_3_2020/spatial_metadata/USGS/USGS_NV_WestCentralEarthMRI_3_2020_Swath_Poly/USGS_NV_WestCentralEarthMRI_3_2020_Swath_Poly.shp
NV_WestCentralEarthMRI_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_WestCentral_EarthMRI_2020_D20/NV_WestCentralEarthMRI_1_2020/spatial_metadata/USGS/USGS_NV_WestCentralEarthMRI_1_2020_Swath_Poly.shp
NV_WestCentralEarthMRI_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_WestCentral_EarthMRI_2020_D20/NV_WestCentralEarthMRI_4_2020/spatial_metadata/USGS/USGS_NV_WestCentralEarthMRI_4_2020_Swath_Polygon/USGS_NV_WestCentralEarthMRI_4_2020_Swath_Polygon.shp
NV_WestCentralEarthMRI_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_WestCentral_EarthMRI_2020_D20/NV_WestCentralEarthMRI_2_2020/spatial_metadata/USGS/USGS_NV_WestCentral_2_Swath_Poly/USGS_NV_WestCentralEMRI_2_Swath_Poly.shp
NV_WestCentralEarthMRI_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NV_WestCentral_EarthMRI_2020_D20/NV_WestCentralEarthMRI_5_2020/spatial_metadata/USGS/USGS_Swath_Poly/USGS_NV_WestCentralEarthMRI_5_2020_Swath_Poly.shp
WA_Pasco_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_Pasco_2020_D20/WA_Pasco_1_2020/spatial_metadata/USGS/USGS_WA_Pasco_1_2020_Swath_Poly.shp
WA_Nisqually_Bathymetric_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_Nisqually_TopoBathy_2020_D20/WA_Nisqually_Bathymetric_2020/spatial_metadata/USGS/USGS_WA_Nisqually_Bathymetric_2020_SwathPoly/USGS_WA_Nisqually_Bathymetric_2020_SwathPoly.shp
NE_Northeast_Phase2_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_Northeast_Phase2_2020_D20/NE_Northeast_Phase2_2_2020/spatial_metadata/USGS/USGS_NE_Northeast_Phase2_2_2020_SwathPoly/USGS_NE_Northeast_Phase2_2_2020_SwathPoly.shp
NE_Northeast_Phase2_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_Northeast_Phase2_2020_D20/NE_Northeast_Phase2_1_2020/spatial_metadata/USGS/USGS_NE_Northeast_Phase2_1_Swath_Poly_Shapefile/USGS_NE_NorthEast_Phase2_1_Swath_Poly.shp
OH_Statewide_Phase2_6_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_6_2020/spatial_metadata/USGS/USGS_OH_Statewide_Phase2_6_2020_Swath_Poly.shp
NE_Southwest_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_Southwest_2020_D20/NE_Southwest_1_2020/spatial_metadata/USGS/USGS_NE_Southwest_1_2020_SWATH_POLY.shp
NE_Southwest_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_Southwest_2020_D20/NE_Southwest_2_2020/spatial_metadata/USGS/USGS_NE_Southwest_2_2020_SWATH_POLY.shp
IA_Western_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_WesternIA_2020_D21/IA_Western_2_2020/spatial_metadata/USGS/USGS_IA_Western_2_2020_Swath_Poly.shp
IA_Western_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_WesternIA_2020_D21/IA_Western_1_2020/spatial_metadata/USGS/USGS_IA_Western_1_2020_Swath_Poly.shp
VA_NShenandoah_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/VA_NorthernShenandoah_2020_D20/VA_NShenandoah_1_2020/spatial_metadata/USGS/USGS_VA_NShenandoah_1_2020_Swath_Poly/USGS_VA_NShenandoah_1_2020_Swath_Poly.shp
IA_Western_3_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/IA_WesternIA_2020_D21/IA_Western_3_2020/spatial_metadata/USGS/USGS_IA_Western_3_2020_SWATH_POLY.shp
MD_VA_NCB_KGeorge_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/MD_VA_NorthChesapeakeBay_KGeorge_2020_D20/MD_VA_NCB_KGeorge_1_2020/spatial_metadata/USGS/USGS_MD_VA_NCB_KGeorge_1_2020_SWATHPOLY.shp
AL_17Co_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/AL_17County_2020_B20/AL_17Co_1_2020/spatial_metadata/USGS/USGS_AL_17Co_1_2020_SWATH_POLY.shp
AL_17Co_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/AL_17County_2020_B20/AL_17Co_2_2020/spatial_metadata/USGS/USGS_AL_17Co_2_2020_SWATH_POLY.shp
OH_StatewideP3_8_B21,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase3_2021_B21/OH_StatewideP3_8_B21/spatial_metadata/USGS/USGS_OH_StatewideP3_8_B21_SwathPolygon.shp
CA_LowerBearCreek_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_LassenNP_LowerBearCreekHUC10_2020_D20/CA_LowerBearCreek_2020/spatial_metadata/USGS/USGS_Swath_Poly/USGS_CA_LowerBearCreek_2020_Swath_Poly.shp
MD_Southeast_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MD_Southeast_2019_D20/MD_Southeast_1_2019/spatial_metadata/USGS/swath_poly/USGS_MD_Southeast_1_2019_Swath_Poly.shp
GA_SW_Georgia_B4_2017,s3://prd-tnm/StagedProducts/Elevation/metadata/GA_SW_Georgia_22_County_Lidar_2017_B17/GA_SW_Georgia_B4_2017/spatial_metadata/USGS/USGS_GA_SW_Georgia_B4_Swath_Poly/USGS_GA_SW_Georgia_B4_Swath_Poly.shp
GA_SW_Georgia_B5_2017,s3://prd-tnm/StagedProducts/Elevation/metadata/GA_SW_Georgia_22_County_Lidar_2017_B17/GA_SW_Georgia_B5_2017/spatial_metadata/USGS/USGS_GA_SW_Georgia_B5_2017_Swath_Poly.shp
CA_SanJoaquin_7_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanJoaquin_2021_A21/CA_SanJoaquin_7_2021/spatial_metadata/USGS/USGS_CA_SanJoaquin_7_2021_Swath_Poly.shp
CA_SanJoaquin_6_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanJoaquin_2021_A21/CA_SanJoaquin_6_2021/spatial_metadata/USGS/USGS_CA_SanJoaquin_6_2021_Swath_Poly.shp
CA_SanJoaquin_5_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanJoaquin_2021_A21/CA_SanJoaquin_5_2021/spatial_metadata/USGS/USGS_CA_SanJoaquin_5_2021_Swath_Poly/USGS_CA_SanJoaquin_5_2021_Swath_Poly.shp
CA_SanJoaquin_4_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanJoaquin_2021_A21/CA_SanJoaquin_4_2021/spatial_metadata/USGS/USGS_CA_SanJoaquin_4_2021_Swath_Poly.shp
LA_CoastalLouisiana_2_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_CoastalLouisiana_2020_D20/LA_CoastalLouisiana_2_2020/spatial_metadata/USGS/USGS_LA_CoastalLouisiana_2_2020_SwathPoly/USGS_LA_CoastalLouisiana_2_2020_SwathPoly.shp
LA_CoastalLouisiana_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_CoastalLouisiana_2020_D20/LA_CoastalLouisiana_1_2020/spatial_metadata/USGS/USGS_LA_CoastalLouisiana_1_2020_Swath_Poly.shp
IL_SouthCentral_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_SouthCentral_2021_D21/IL_SouthCentral_2_2021/spatial_metadata/USGS/USGS_IL_SouthCentral_2_2021_SwathPoly.shp
IL_SouthCentral_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_SouthCentral_2021_D21/IL_SouthCentral_1_2021/spatial_metadata/USGS/USGS_IL_SouthCentral_1_2021_Swath_Poly.shp
OH_Statewide_Phase2_4_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_4_2020/spatial_metadata/USGS/USGS_OH_Statewide_Phase2_4_2020_Swath_Poly/USGS_OH_Statewide_Phase2_4_2020_Swath_Poly.shp
CA_SanJoaquin_3_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanJoaquin_2021_A21/CA_SanJoaquin_3_2021/spatial_metadata/USGS/USGS_CA_SanJoaquin_3_2021_SwathPoly/USGS_CA_SanJoaquin_3_2021_SwathPoly.shp
NE_CherryBrownCuster_Partial_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_CherryBrownCuster_Partial_2020_D21/NE_CherryBrownCuster_Partial_1_2020/spatial_metadata/USGS/USGS_NE_CherryBrownCuster_Partial_1_2020_Swath_Poly.shp
MA_CentralEastern_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MA_CentralEastern_2021_B21/MA_CentralEastern_1_2021/spatial_metadata/USGS/USGS_MA_CentralEastern_1_2021_Swath_Poly.shp
OH_Statewide_Phase2_5_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase2_2020_B20/OH_Statewide_Phase2_5_2020/spatial_metadata/USGS/USGS_OH_Statewide_Phase2_5_2020_SWATH_POLY.shp
MA_CentralEastern_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/MA_CentralEastern_2021_B21/MA_CentralEastern_2_2021/spatial_metadata/USGS/USGS_MA_CentralEastern_2_2021_SwathPoly/USGS_MA_CentralEastern_2_2021_SwathPoly.shp
CA_SanJoaquin_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_SanJoaquin_2021_A21/CA_SanJoaquin_2_2021/spatial_metadata/USGS/USGS_CA_SanJoaquin_2_2021_Swath_Poly.shp
WA_ThurstonCo_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_ThurstonCounty_2021_B21/WA_ThurstonCo_1_2021/spatial_metadata/USGS/USGS_WA_ThurstonCo_1_2021_swathpoly.shp
WI_StWide_5_Crawford_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_Statewide_2021_B21/WI_StWide_5_Crawford_2021/spatial_metadata/USGS/USGS_WI_StWide_5_Crawford_Swath.shp
WI_StWide_3_Richland_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_Statewide_2021_B21/WI_StWide_3_Richland_2021/spatial_metadata/USGS/USGS_WI_StWide_3_Richland_2021_Swath_Poly.shp
WA_KingCo_1_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_KingCounty_2021_B21/WA_KingCo_1_2021/spatial_metadata/USGS/USGS_WA_KingCo_1_2021_Swath_Poly/USGS_WA_KingCo_1_2021_Swath_Poly.shp
WI_StWide_4_StCroix_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_Statewide_2021_B21/WI_StWide_4_StCroix_2021/spatial_metadata/USGS/USGS_WI_StWide_4_StCroix_2021_SwathPoly/USGS_WI_StWide_4_StCroix_2021_SwathPoly.shp
WI_StWide_2_Pierce_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_Statewide_2021_B21/WI_StWide_2_Pierce_2021/spatial_metadata/USGS/USGS_WI_StWide_2_Pierce_2021_SWATH_POLY.shp
